c44725aa3841d5b513361496c2ade10f51927ca2,DELETE,regular-file,data/nodes.db,79192064,
e69de29bb2d1d6434b8b29ae775ad8c2e48c5391,DELETE,regular-file,src/database/nodes.db,0,
